,funding_entity,sum(mean_spend)
615,"VOLUNTEERS OF AMERICA, INC.",5208100.0
616,Cover Air Medical,5155150.5
617,Environmental Defense Fund,5149176.0
618,Citizens for Responsible Energy Solutions,5141197.5
619,DMFI PAC,5107618.5
620,MIKE ESPY FOR SENATE CAMPAIGN COMMITTEE,5100811.0
621,Healthy Voting,5098475.0
622,William Li,5085866.0
623,Clean Energy Matters,5081928.5
624,COMCAST CORPORATION,5081040.5
625,American Institute for Cancer Research,5062766.0
626,One Arizona,5052242.5
627,Van Drew for Congress,5042546.5
628,TEAM HAGERTY,5032679.0
629,CHNGE,5023461.5
630,Democratic Attorneys General Association ,5015360.0
631,AMMAR CAMPA FOR CONGRESS,5011937.0
632,Los Angeles County Registrar-Recorder/County Clerk,5005391.0
633,Citizens Clean Elections Commission,4994604.0
634,"STUDENTS FOR LIFE OF AMERICA, INC.",4992602.5
635,The Coca-Cola Company with Facebook ad credits,4974348.0
636,ReLEntless Defender Apparel,4963832.5
637,Board of Elections in the City of New York,4959132.0
638,ELECT CAROLYN LONG,4935295.0
639,WORLD JEWISH CONGRESS AMERICAN SECTION INC,4929458.0
640,Stop the Donald,4920814.5
641,Andrew P Chung,4912145.5
642,"WATERFURNACE INTERNATIONAL, INC.",4905345.5
643,Safer America,4883628.0
644,NARAL Freedom Fund,4876643.0
645,LAUREN UNDERWOOD FOR CONGRESS,4872805.0
646,Nicole Galloway for Missouri,4855875.0
647,African Sisters Education Collaborative (ASEC),4850090.5
648,LATINO VICTORY PROJECT,4808836.0
649,I Count New Mexico,4804931.5
650,Turning Point Action ,4801501.0
651,Florida Democratic Legislative Campaign Committee,4786167.5
652,Resource Media,4781248.0
653,American Engagement Technologies,4752282.0
654,Republican State Leadership Committee,4737743.5
655,Byron Michael Laughlin,4737213.5
656,Gunnigle 2020,4715660.0
657,Trees4Australia,4715346.0
658,Florida Phoenix,4712781.0
659,Advancing AZ,4698311.5
660,KENNEDY FOR MASSACHUSETTS,4695607.5
661,GPF NA LLC,4690415.0
662,The Solar Institute,4684515.5
663,Tax March,4683163.5
664,ACTION AGAINST HUNGER - USA,4643234.0
665,United for Oklahoma,4636820.0
666,SOCIETY FOR HUMAN RESOURCE MANAGEMENT,4623166.5
667,MERCY SHIPS INTERNATIONAL,4622128.5
668,AZ Census 2020,4620426.0
669,Eternal Word Television Network,4619550.0
670,BRINDISI FOR CONGRESS,4619197.0
671,PoliceTees.com,4613186.5
672,Cory Booker for Senate,4605245.5
673,Wisconsin Voices,4559999.5
674,Sesame Workshop,4545628.0
675,Women's March,4544077.0
676,Beyond Carbon Victory Fund,4538557.0
677,Washington State Office of Financial Management,4536886.5
678,Planned Parenthood of Indiana and Kentucky,4534208.5
679,The Libre Initiative,4534119.0
680,"Michigan Infrastructure & Transportation Association, Inc.",4533325.0
681,Charlie Kirk,4532635.0
682,Illinois Rising Action,4507920.0
683,MANG ,4491983.5
684,The California Endowment,4473417.0
685,Mountain State Values,4456990.0
686,Neighbors for Public Schools,4447287.0
687,Combat Anti-Semitism,4445942.0
688,REPUBLICAN PARTY OF FLORIDA,4443504.5
689,National Shooting Sports Foundation,4396609.5
690,Texans for Natural Gas,4388061.5
691,A Stronger Financial Michigan,4385720.5
692,Eric Holcomb for Indiana,4384122.5
693,United Way Worldwide with Facebook Ad Credits,4380149.0
694,Orange County Registrar of Voters,4379883.0
695,Piedmont Rising,4379707.0
696,Planned Parenthood Votes! South Atlantic,4370181.0
697,HALEY STEVENS FOR CONGRESS,4361800.0
698,Ranked Choice Voting 2020 Committee,4336231.5
699,Vote Yes for Fair Tax,4321185.5
700,Beware of B,4320673.0
701,KATHERINE CLARK FOR CONGRESS,4320337.5
702,JACKIE GORDON FOR CONGRESS,4316361.5
703,US Craft Brands LLC,4294311.0
704,Maricopa Association of Governments,4254488.5
705,CASA in Action Inc,4250131.0
706,Movimiento Cosecha,4238741.5
707,Rep. Josh Gottheimer,4226514.5
708,Prenda,4225992.5
709,Military Officers Association of America,4225495.0
710,TINA SMITH FOR MINNESOTA,4215633.5
711,First Liberty Institute,4207850.0
712,Opportunity Wisconsin,4207148.0
713,"WOUNDED WARRIOR PROJECT, INC.",4190243.0
714,RightWingGear,4177630.0
715,Nichols Kaster PLLP,4174654.5
716,Civiqs,4161074.0
717,American Strong LLC,4159020.5
718,Plus Fund: Paid Leave for the United States,4137067.0
719,Global Cyber Alliance with ad credits,4116604.0
720,National Geographic Society,4109171.0
721,Federal Voting Assistance Program,4109160.0
722,ANNA PAULINA LUNA FOR CONGRESS,4109149.5
723,"SOUTHERN POVERTY LAW CENTER, INC., THE",4079257.5
724,Supermajority,4077472.0
725,A Better Wisconsin Together Political Fund,4067410.0
726,Oakland County Board of Commissioners,4050264.5
727,"Mayo Labs, LLC",4040987.0
728,"Change Now, Inc.",4037428.5
729,HOOSIERS FOR HALE,4032911.0
730,"American Leadership Committee, and not authorized by any candidate.",4026364.5
731,Middlesex County NJ,4021357.0
732,VOTER PROTECTION PROJECT,4019704.5
733,"PredictIt - Prediction Markets. A project of Victoria University of Wellington, PredictIt has been established to facilitate research into the way markets forecast events.",4019484.0
734,ROSS SPANO FOR CONGRESS,4007450.5
735,OCEANA,4003753.5
736,"American Ambulance Association, Inc",4000277.5
737,Democratic Party of Georgia,3997151.5
738,CONGRESSIONAL PROGRESSIVE CAUCUS PAC,3993528.0
739,"OhmConnect, Inc.",3986990.0
740,OpinionUP LLC,3985044.0
741,MomsRising Together,3976251.0
742,Florida Alliance of Planned Parenthood Affiliates,3976237.5
743,WALMART INC.,3974798.0
744,St. Labre Indian School,3956443.0
745,Delaware Department of Health and Social Services ,3953789.0
746,Blackburn Tennessee Victory Fund,3953525.0
747,Red State Politics LLC,3945749.5
748,Washington State Department of Health,3931614.0
749,American Action News,3931498.5
750,Committee to Elect Dan Forest,3926608.5
751,DUTY AND COUNTRY,3923314.5
752,THE COMMITTEE TO ELECT AYANNA PRESSLEY,3919544.0
753,Kellogg Company,3912487.5
754,North Carolina House Republican Caucus,3901874.0
755,Rocky Mountain Values,3892210.0
756,"BizPac Review, Inc.",3871782.5
757,Spotify USA Inc.,3867695.5
758,"PHYSICIANS FOR HUMAN RIGHTS, INC.",3862749.5
759,Pernod Ricard USA,3860347.0
760,South Carolina Department of Health & Environmental Control,3856532.5
761,TRUTHOUT,3851427.5
762,"CONSERVATION LAW FOUNDATION, INC.",3831185.5
763,The City University of New York,3827617.0
764,Texans for Ronny Jackson,3820180.5
765,Protect Our Public Schools,3810470.0
766,American Security Initiative ,3809485.0
767,We The People,3808020.5
768,Ruben Major for Oceanside Mayor,3807185.0
769,FINKENAUER FOR CONGRESS,3803690.5
770,OneAlaska,3801982.5
771,Comedy Central,3794480.0
772,MIKIE SHERRILL FOR CONGRESS,3794469.0
773,Progress Now,3774248.0
774,Center for Climate Integrity,3767242.5
775,"RAI Services Company, a subsidiary of Reynolds American Inc.",3764495.5
776,COMMON CAUSE,3760965.5
777,Alexander Jared Deutsch,3759280.5
778,Community Change Voters,3756952.5
779,Canvass America,3718611.0
780,League of Women Voters Education Fund,3699870.5
781,ELIZABETH PANNILL FLETCHER FOR CONGRESS,3694735.0
782,UNITED FOOD AND COMMERCIAL WORKERS INTERNATIONAL UNION,3689443.0
783,KATHLEEN WILLIAMS FOR MONTANA,3676770.0
784,Plaine Products,3665217.5
785,Education Week,3663565.0
786,The Coalition for Medicare Choices,3663033.0
787,Way to Win Action Fund,3661397.0
788,Democratic Association of Secretaries of State,3659590.0
789,"COTTON FOR SENATE, INC.",3643672.0
790,Committee to Protect Medicare PAC,3632858.0
791,ZOOLOGICAL SOCIETY OF SAN DIEGO,3610763.5
792,Pernod Ricard USA LLC,3609196.5
793,WellHealth,3603418.5
794,FRIENDS OF MARK WARNER,3599776.0
795,SCOTT PETERS FOR CONGRESS,3587239.0
796,Kentucky Department for Public Health,3584641.0
797,Goroff for Congress,3583437.5
798,Washington Examiner,3574886.0
799,"HUMAN RIGHTS CAMPAIGN, INC",3572605.5
800,"corn refiners association, inc",3568303.0
801,"CONSTELLATION BRANDS, INC.",3557348.0
802,Matthew James Stine,3552356.0
803,New York City Campaign Finance Board,3550690.0
804,DIANE FOR COLORADO CD3,3548886.0
805,Law Office of Alena Shautsova,3546952.0
806,"Ohioans for Judicial Integrity, Inc.",3543249.0
807,Faith in Minnesota,3537547.0
808,"NATIONAL REVIEW, INC.",3531094.0
809,HQ Energy Services (US) Inc.,3525347.0
810,EHR FOR CONGRESS,3516207.5
811,NATIONAL WILDLIFE FEDERATION,3511383.5
812,Roberto None Lugo,3494631.5
813,"FOODFINDER, INC.",3489925.0
814,"NEW BELGIUM BREWING COMPANY, INC.",3489483.5
815,"OKLAHOMA COUNCIL OF PUBLIC AFFAIRS, INC.",3479244.5
816,OZY Media Inc,3479157.0
817,Falkirk Center,3478323.0
818,DEAN PHILLIPS FOR CONGRESS,3473219.5
819,"CAMPAIGN LEGAL CENTER, INC, THE",3464751.5
820,GREAT AMERICA PAC,3456969.5
821,Coalition to Protect America's Health Care,3447582.0
822,Brandon Kyle Fink,3442487.0
823,Just Democracy,3440182.0
824,Making Web LLC,3439574.5
825,The News Literacy Project,3433929.0
826,EARTH DAY NETWORK INC,3431908.0
827,"Natural Allies, Inc.",3420423.0
828,Yes for a Healthy Future,3419131.5
829,Texas Citizens Coalition,3417841.0
830,Save the Storks,3417389.0
831,Black to the Future Action Fund,3403217.5
832,NAMI,3401737.0
833,Sara Jacobs for Congress,3400718.5
834,HARVARD BUSINESS SCHOOL PUBLISHING CORPORATION,3395781.5
835,Doctor Patient Unity,3394936.5
836,FRIENDS OF GEORGE FLINN 2020,3392379.0
837,Gap Inc,3388415.0
838,Alaskans for Sullivan,3387706.0
839,"SEIU Political and Education Action Fund, seiu.org. Not authorized by any candidate or candidate's committee.",3387502.0
840,Brave New Look,3381264.5
841,STOP THE WOLF PAC,3377928.5
842,Perise Practical INC,3355300.0
843,AMERICAN INVESTMENT COUNCIL,3353358.0
844,"Front Page Live, Inc.",3348169.0
845,California Teachers Association and SEIU California State Council,3336520.0
846,FLORIDA CRYSTALS CORPORATION,3324861.0
847,Unilever ,3324504.0
848,JOSH HAWLEY FOR SENATE,3321176.5
849,Cornyn Majority Texas,3316255.0
850,Silver State Equality,3311915.0
851,Greitens for Missouri,3309911.5
852,NALEO Educational Fund,3309813.5
853,Horizon Blue Cross Blue Shield of New Jersey,3309783.5
854,Consumer Energy Alliance,3281504.0
855,Full Tilt Holdings LLC,3279134.0
856,THE COLLECTIVE PAC,3270480.0
857,ALYSE FOR ALASKA,3269906.5
858,ColorofChange.org,3260276.0
859,Tony Gonzales for Congress,3259668.5
860,COUNCIL FOR CITIZENS AGAINST GOVERNMENT WASTE,3258495.5
861,HOLD THE HOUSE PAC,3257333.5
862,VREIC,3254189.5
863,1199 Service Employees Int’l Union Federal Political Action Fund. Not authorized by any candidate or candidate’s committee.,3247197.0
864,Better Colorado Alliance,3246594.5
865,PRAMILA FOR CONGRESS,3244698.0
866,Minnesota Department of Health,3233685.5
867,Progress NC Action,3222749.5
868,Family Farmers Against Prop 15 – Stop Higher Food Taxes,3216699.0
869,WE RAISE FOUNDATION,3212673.0
870,LOS ANGELES REGIONAL FOOD BANK,3208604.0
871,Philly Votes 2020,3201038.0
872,William J Brennan Jr Center for Justice Inc,3196857.0
873,Viral Casez,3184920.5
874,TOM MALINOWSKI FOR CONGRESS,3173480.5
875,Power The Future Inc,3172461.0
876,The Climate Reality Project,3169635.5
877,BETSY DIRKSEN LONDRIGAN FOR CONGRESS,3160332.0
878,Montana Democratic Party,3160200.5
879,PROGRESSIVE CHANGE CAMPAIGN COMMITTEE,3155487.0
880,National Association of Letter Carriers,3147662.0
881,MILLIONS OF MICHIGANIANS,3145642.0
882,Everytown for Gun Safety Support Fund Inc,3144114.5
883,Georgians for Kelly,3142519.5
884,Rickey Laquan Calvin,3140647.5
885,BLACK MEN VOTE,3138726.0
886,Progress Michigan Political Action Committee,3126366.5
887,Iowa Forward,3122309.5
888,Protect Our Winters Action Fund,3121829.5
889,Josh Shapiro,3117077.0
890,MAX ROSE FOR CONGRESS,3111898.0
891,"CDM PUBLISHING, LLC",3084470.0
892,Center of the American Experiment,3083895.5
893,Alaskans for Better Elections,3081136.0
894,EVERYTOWN FOR GUN SAFETY VICTORY FUND,3079069.0
895,Chisholm Chisholm & Kilpatrick LTD,3073094.0
896,EdenPURE®,3068627.0
897,Awesome News Network,3066844.0
898,InsideClimate News,3065916.0
899,Particle Media,3065574.5
900,John Lewis Bridge Project,3059065.0
901,FAMILY FRIENDLY ACTION PAC,3038687.5
902,AMY KENNEDY FOR CONGRESS,3031619.0
903,Centers for Disease Control and Prevention (CDC) with Facebook ad credits ,3030197.5
904,Welcome.,3025134.0
905,Restoration Action,3024404.5
906,Illinois State Board of Elections with Facebook Ad Credits,3024044.0
907,NYS Democratic Senate Campaign Committee,3019448.5
908,"OREGON FOOD BANK, INC.",3003563.0
909,Maine Momentum,3002363.0
910,Renew Illinois Power,2988071.5
911,Intelligent Investing Resource,2974276.0
912,patriotquizzes.com,2970037.0
913,Progressive State Leaders Committee,2968477.5
914,First Primary Care,2967151.0
915,Fair Fight,2953838.5
916,PLANNED PARENTHOOD OF MINNESOTA POLITICAL ACTION FUND,2951335.0
917,JOSH GOTTHEIMER FOR CONGRESS,2948270.5
918,"IMPACT FUND, THE",2937958.5
919,Healthcare Education Project ,2937130.5
920,GIFFORDS PAC,2935153.0
921,Reform California,2927757.0
922,Committee to reelect Jeremy Whittaker,2927380.5
923,Mast for Congress,2921034.0
924,NEW APPROACH MONTANA,2912353.0
925,QuickConcealed.com,2910415.0
926,"Friends Of Elijah Haahr, Trevor Crist Treasurer",2910008.5
927,Better Solutions for Healthcare,2906586.5
928,PROMOTING OUR REPUBLICAN TEAM PAC,2904132.0
929,Northeastern University,2899858.5
930,James Bonfield,2896152.0
931,Association for Accessible Medicines,2893518.0
932,FRIENDS OF DAN FEEHAN,2893390.5
933,Corporation for National and Community Service,2891033.5
934,JON HOADLEY FOR CONGRESS,2888912.0
935,Common Energy,2878079.0
936,Fair Shot Texas PAC,2873307.5
937,Command Center Holdings LLC,2872891.0
938,Old Navy LLC,2872452.0
939,RO FOR CONGRESS INC,2860729.0
940,Issue One Action,2854403.5
941,Fight For The Base,2853547.5
942,Job Creators Network,2846290.5
943,Friends of Pat Toomey,2845239.5
944,City Of Chicago,2835759.5
945,Education Now,2823744.5
946,HIRAL FOR CONGRESS,2822426.5
947,Advantage Gold Group,2817930.0
948,"Better Medicare Alliance, Inc",2816826.0
949,HARLEY ROUDA FOR CONGRESS,2815704.0
950,WebPT,2812612.0
951,Good Jobs MT,2810501.5
952,Cox for Governor,2807022.0
953,"Yes on 19: Seniors, Taxpayer Advocates, and Realtors (FPPC ID# 1400190)",2802869.0
954,YOUGOV AMERICA INC.,2802431.0
955,Better Care America,2802268.5
956,SHAHEEN FOR SENATE,2797847.5
957,Johns Hopkins Bloomberg School of Public Health,2797702.5
958,Kane for Senate,2794376.0
959,Great Lakes. Michigan Jobs.,2793743.5
960,"GEORGIA REPUBLICAN PARTY, INC.",2791363.0
961,Center for a Free Economy,2784233.0
962,UltraViolet Action,2776845.5
963,Eagle Realm,2774272.0
964,California Secretary of State with Facebook Ad Credits,2767316.5
965,SCHOLTEN FOR CONGRESS,2766788.0
966,VAN ORDEN FOR CONGRESS,2764365.0
967,Susie Lee for Congress,2755774.5
968,Acton Institute,2749599.0
969,"ARC OF THE UNITED STATES, INC., THE",2748330.0
970,The National Memo,2747237.5
971,Salesian Missions,2743213.5
972,"TUBERVILLE FOR SENATE, INC.",2737462.5
973,LEAGUE OF WOMEN VOTERS OF THE UNITED STATES,2734715.5
974,North Carolina Values Coalition PAC,2731228.0
975,FOUNDATION FOR NATIONAL PROGRESS,2729723.0
976,"No on Prop 22, sponsored by Labor Organizations. Committee major funding from International Brotherhood of Teamsters United Food and Commercial Workers International Union CLC and Service Employees International Union",2725786.5
977,"AMERICAN INDIAN COLLEGE FUND, THE",2725566.0
978,CHRIS COONS FOR DELAWARE,2722417.0
979,Michigan Center for Election Law and Administration,2721222.5
980,America's Future Majority Fund,2719796.0
981,ClearPath Action Fund,2708708.5
982,Greek Steel LLC,2707781.5
983,UNITED WE DREAM NETWORK INC,2703094.0
984,Florida Public Corruption Task Force PAC,2702990.0
985,JEFF FORTENBERRY FOR UNITED STATES CONGRESS COMMITTEE,2699313.0
986,FreedomWorks Foundation,2698358.5
987,Bice for Congress,2698247.5
988,State of Connecticut,2694215.0
989,The Ohio House Democratic Caucus,2690303.0
990,PICO California on behalf of Million Voters Project,2687733.0
991,SEIU LOCAL 2015,2680028.0
992,Josh Stein for Attorney General ,2674393.5
993,Nature Conservancy,2670788.5
994,Vote By Mail PAC,2667564.0
995,J D Grace Gorospe,2659166.5
996,Committee to Elect Kristine,2658963.0
997,Pennsylvania Department of State,2657144.5
998,EDUCATION MINNESOTA,2644890.5
999,STEPHANIE MURPHY FOR CONGRESS,2643957.5
1000,Planned Parenthood Advocates of Wisconsin,2642775.0
1001,"Permian Strategic Partnership, Inc.",2642740.0
1002,National Partnership for Women & Families,2634446.5
1003,Next Level Goods LLC,2632420.5
1004,8 Billion Trees,2622099.0
1005,THE NETWORK,2617423.5
1006,Matt Lieberman for Senate,2614167.5
1007,Pacific Legal Foundation,2613595.0
1008,TELEBRANDS CORP.,2610390.5
1009,ROGER FOR WISCONSIN,2610232.0
1010,CARTWRIGHT FOR CONGRESS,2608507.5
1011,National Association for the Advancement of Colored People (NAACP),2607361.0
1012,Georgia Recorder ,2590103.5
1013,Community Action Fund of Planned Parenthood of Orange and San Bernardino Counties,2585340.5
1014,Community Catalyst Action Fund,2585006.0
1015,www.libertyteeshop.com,2580978.0
1016,Lawyers' Committee for Civil Rights Under the Law with Facebook Ad Credits,2579449.0
1017,"UNION OF CONCERNED SCIENTISTS, INC.",2572960.0
1018,DAGA People's Lawyer Project NC,2571632.5
1019,UNITED WAY OF THE BAY AREA,2569401.0
1020,MEK-Iran (Saeid Saadati) ,2566163.5
1021,No Labels,2565046.0
1022,FIRST BOOK,2563341.5
1023,ICNA RELIEF USA PROGRAMS,2554522.5
1024,Engardio for District 7 Supervisor 2020 FPPC #1420655 Financial disclosures available at sfethics.org,2553450.0
1025,Invest in Education. (Sponsored by AEA and Stand for Children). Not authorized by any candidate.,2547193.5
1026,Prairie Fire,2544459.5
1027,Texans for Economic Liberty,2543228.0
1028,www.BLM.store,2535440.5
1029,SCHUPP FOR CONGRESS,2533734.0
1030,Yale Climate Connections,2533155.0
1031,Humane Society Legislative Fund,2530408.5
1032,Fairvote Minnesota,2529135.5
1033,American Conservative Coalition,2527575.5
1034,MomsRising Education Fund,2524113.0
1035,Chicago Clean Energy Authority,2522012.0
1036,ROB WITTMAN FOR CONGRESS,2520958.0
1037,Coalition for Safe and Secure Data,2519908.5
1038,Clean Vehicle Rebate Project [Administered by the Center for Sustainable Energy],2516089.5
1039,COMMITTEE TO ELECT TEDRA COBB,2507658.0
1040,"No on Measure J - Protect Essential Workers Sponsored by labor groups representing emergency response workers and other essential workers. Committee major funding from Association for Los Angeles Deputy Sheriffs, Los Angeles County Professional Peace Officers Association",2501723.5
1041,Power Over Energy,2498677.5
1042,Leading Colorado Forward,2497908.5
1043,"UNITED WAY, INC.",2496102.0
1044,Pulso,2494525.5
1045,Crenshaw For Congress,2493829.5
1046,"FEED THE CHILDREN, INC.",2492554.0
1047,Lerner & Rowe Injury Attorneys,2488822.0
1048,The Lighthouse Information Network LLC,2486376.5
1049,PROGRESS MICHIGAN,2485132.5
1050,CSEA ,2483013.5
1051,Coalition of Minnesota Businesses,2479843.0
1052,"Vote Yes on Question 2. Sabrina Neal, Treasurer.",2473922.0
